model,tests,TP,FN,FP,TN,Precision,Recall,F1,InvalidRate,AvgLatencySec
qwen3.6:35b,21413,257,467,1405,19284,0.154632972322503,0.35497237569060774,0.2154233025984912,0.0,2.0853978932424226
