model,tests,TP,FN,FP,TN,Precision,Recall,F1,InvalidRate,AvgLatencySec
qwen2.5-coder:7b,21413,65,659,381,20308,0.14573991031390135,0.08977900552486189,0.1111111111111111,0.0,0.48937018563489476
