model,tests,TP,FN,FP,TN,Precision,Recall,F1,InvalidRate,AvgLatencySec
qwen3.6:35b,21413,65,659,277,20412,0.19005847953216373,0.08977900552486189,0.12195121951219512,0.0,1.2782337032176716
