model,tests,TP,FN,FP,TN,Precision,Recall,F1,InvalidRate,AvgLatencySec
qwen2.5-coder:1.5b,21413,724,0,20679,10,0.033827033593421485,1.0,0.06544041216613188,0.0,0.3063986894409938
