model,tests,TP,FN,FP,TN,Precision,Recall,F1,InvalidRate,AvgLatencySec
qwen2.5-coder:7b,21413,50,674,638,20051,0.07267441860465117,0.06906077348066299,0.0708215297450425,0.0,0.4509952526502592
