model,tests,TP,FN,FP,TN,Precision,Recall,F1,InvalidRate,AvgLatencySec
qwen3-coder-next:latest,21413,373,351,3730,16959,0.09090909090909091,0.5151933701657458,0.15454733789102962,0.0,4.11867005038995
