model,tests,TP,FN,FP,TN,Precision,Recall,F1,InvalidRate,AvgLatencySec
qwen2.5-coder:1.5b,21413,718,6,20372,317,0.03404457088667615,0.9917127071823204,0.06582928394608967,0.0,0.31282227175080557
