threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.8,349,1,1,0,0.0,0.0,0.0,handlebars.java,"commons-exec,elastic-job-lite,hbase,hector,http-request,httpcore",0.8,351
