threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.4,1066,52,1,15,0.22388059701492538,0.9375,0.3614457831325301,wro4j,"logback,orbit,spring-boot,undertow,wildfly,zxing",0.4,1134
