threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.5,132,152,67,78,0.3391304347826087,0.5379310344827586,0.416,hbase,"alluxio,commons-exec,elastic-job-lite,handlebars.java,hector,http-request",0.5,429
