threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.9,2113,1,3,16,0.9411764705882353,0.8421052631578947,0.8888888888888888,incubator-dubbo,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",0.9,2133
