threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.3,165,9,5,2,0.18181818181818182,0.2857142857142857,0.2222222222222222,undertow,"hbase,hector,logback,okhttp,spring-boot,wildfly",0.3,181
