threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.35,1296,16,4,0,0.0,0.0,0.0,achilles,"activiti,ambari,assertj-core,httpcore,incubator-dubbo,java-websocket",0.35,1316
