threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.3,750,31,12,10,0.24390243902439024,0.45454545454545453,0.31746031746031744,logback,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",0.3,803
