threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.9,775,6,19,3,0.3333333333333333,0.13636363636363635,0.1935483870967742,logback,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",0.9,803
