threshold,TN,FP,FN,TP,precision,recall,f1,validation_projects,num_validation_tests,target_project,selected_threshold,selected_source_selection_top_k
0.35,3874,34,21,43,0.5584415584415584,0.671875,0.6099290780141843,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.4,3878,30,21,43,0.589041095890411,0.671875,0.6277372262773723,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.45,3879,29,21,43,0.5972222222222222,0.671875,0.6323529411764705,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.5,3879,29,22,42,0.5915492957746479,0.65625,0.6222222222222222,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.55,3883,25,25,39,0.609375,0.609375,0.609375,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.6,3883,25,25,39,0.609375,0.609375,0.609375,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.65,3884,24,26,38,0.6129032258064516,0.59375,0.6031746031746031,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.7,3887,21,26,38,0.6440677966101694,0.59375,0.6178861788617885,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.75,3898,10,26,38,0.7916666666666666,0.59375,0.6785714285714286,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.8,3898,10,26,38,0.7916666666666666,0.59375,0.6785714285714286,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.85,3898,10,26,38,0.7916666666666666,0.59375,0.6785714285714286,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.9,3901,7,36,28,0.8,0.4375,0.5656565656565656,"commons-exec,elastic-job-lite,handlebars.java,http-request,httpcore,incubator-dubbo",3972,java-websocket,0.85,6
0.3,10604,223,298,33,0.12890625,0.09969788519637462,0.11243611584327087,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.35,10623,204,303,28,0.1206896551724138,0.08459214501510574,0.0994671403197158,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.4,10646,181,307,24,0.11707317073170732,0.07250755287009064,0.08955223880597017,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.45,10659,168,309,22,0.11578947368421053,0.06646525679758308,0.08445297504798464,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.5,10674,153,314,17,0.1,0.0513595166163142,0.06786427145708583,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.55,10683,144,318,13,0.08280254777070063,0.03927492447129909,0.05327868852459017,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.6,10697,130,319,12,0.08450704225352113,0.03625377643504532,0.05073995771670191,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.65,10708,119,321,10,0.07751937984496124,0.030211480362537766,0.04347826086956522,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.7,10721,106,323,8,0.07017543859649122,0.02416918429003021,0.035955056179775284,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.75,10735,92,324,7,0.0707070707070707,0.021148036253776436,0.03255813953488372,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.8,10751,76,326,5,0.06172839506172839,0.015105740181268883,0.024271844660194174,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.85,10769,58,330,1,0.01694915254237288,0.0030211480362537764,0.005128205128205128,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.9,10783,44,330,1,0.022222222222222223,0.0030211480362537764,0.005319148936170213,"activiti,alluxio,assertj-core,hbase,http-request,incubator-dubbo",11158,ambari,0.3,6
0.3,4041,131,154,66,0.3350253807106599,0.3,0.3165467625899281,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.35,4064,108,160,60,0.35714285714285715,0.2727272727272727,0.3092783505154639,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.4,4079,93,168,52,0.3586206896551724,0.23636363636363636,0.28493150684931506,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.45,4089,83,176,44,0.3464566929133858,0.2,0.25360230547550433,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.5,4102,70,187,33,0.32038834951456313,0.15,0.20433436532507743,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.55,4122,50,195,25,0.3333333333333333,0.11363636363636363,0.16949152542372878,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.6,4132,40,198,22,0.3548387096774194,0.1,0.15602836879432624,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.65,4147,25,207,13,0.34210526315789475,0.05909090909090909,0.10077519379844961,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.7,4152,20,211,9,0.3103448275862069,0.04090909090909091,0.07228915662650602,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.75,4159,13,212,8,0.38095238095238093,0.03636363636363636,0.06639004149377592,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.8,4162,10,214,6,0.375,0.02727272727272727,0.05084745762711864,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.85,4165,7,214,6,0.46153846153846156,0.02727272727272727,0.05150214592274678,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.9,4167,5,216,4,0.4444444444444444,0.01818181818181818,0.034934497816593885,"ninja,okhttp,orbit,spring-boot,undertow,wildfly",4392,logback,0.3,6
0.3,2847,171,111,49,0.22272727272727272,0.30625,0.25789473684210523,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.35,2876,142,114,46,0.24468085106382978,0.2875,0.26436781609195403,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.4,2909,109,118,42,0.2781456953642384,0.2625,0.270096463022508,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.45,2929,89,120,40,0.31007751937984496,0.25,0.2768166089965398,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.5,2959,59,123,37,0.3854166666666667,0.23125,0.28906250000000006,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.55,2977,41,129,31,0.4305555555555556,0.19375,0.26724137931034486,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.6,2984,34,137,23,0.40350877192982454,0.14375,0.2119815668202765,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.65,2992,26,143,17,0.3953488372093023,0.10625,0.16748768472906403,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.7,3000,18,143,17,0.4857142857142857,0.10625,0.17435897435897435,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.75,3003,15,143,17,0.53125,0.10625,0.17708333333333334,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.8,3008,10,145,15,0.6,0.09375,0.16216216216216214,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.85,3012,6,148,12,0.6666666666666666,0.075,0.1348314606741573,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.9,3014,4,152,8,0.6666666666666666,0.05,0.09302325581395349,"logback,ninja,okhttp,orbit,undertow,wildfly",3178,spring-boot,0.5,6
0.3,4437,210,136,105,0.3333333333333333,0.43568464730290457,0.3776978417266187,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.35,4472,175,140,101,0.36594202898550726,0.4190871369294606,0.390715667311412,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.4,4491,156,147,94,0.376,0.3900414937759336,0.38289205702647655,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.45,4516,131,153,88,0.4018264840182648,0.3651452282157676,0.38260869565217387,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.5,4541,106,160,81,0.43315508021390375,0.3360995850622407,0.37850467289719625,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.55,4556,91,170,71,0.4382716049382716,0.2946058091286307,0.35235732009925563,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.6,4581,66,173,68,0.5074626865671642,0.2821576763485477,0.36266666666666664,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.65,4594,53,179,62,0.5391304347826087,0.2572614107883817,0.348314606741573,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.7,4605,42,195,46,0.5227272727272727,0.1908713692946058,0.2796352583586626,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.75,4613,34,206,35,0.5072463768115942,0.14522821576763487,0.22580645161290325,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.8,4621,26,212,29,0.5272727272727272,0.12033195020746888,0.19594594594594592,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.85,4628,19,217,24,0.5581395348837209,0.0995850622406639,0.16901408450704225,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.9,4633,14,221,20,0.5882352941176471,0.08298755186721991,0.14545454545454545,"logback,okhttp,orbit,spring-boot,undertow,wildfly",4888,ninja,0.35,6
0.3,5358,2617,32,19,0.007207890743550834,0.37254901960784315,0.014142165984369185,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.35,5358,2617,33,18,0.00683111954459203,0.35294117647058826,0.01340282948622487,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.4,5361,2614,33,18,0.006838905775075988,0.35294117647058826,0.013417815877748788,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.45,5871,2104,33,18,0.008482563619227144,0.35294117647058826,0.01656695812241141,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.5,5871,2104,34,17,0.008015087223008015,0.3333333333333333,0.015653775322283608,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.55,5884,2091,34,17,0.008064516129032258,0.3333333333333333,0.015748031496062992,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.6,5884,2091,34,17,0.008064516129032258,0.3333333333333333,0.015748031496062992,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.65,5885,2090,34,17,0.008068343616516375,0.3333333333333333,0.01575532900834106,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.7,5885,2090,34,17,0.008068343616516375,0.3333333333333333,0.01575532900834106,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.75,5885,2090,34,17,0.008068343616516375,0.3333333333333333,0.01575532900834106,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.8,7452,523,35,16,0.029684601113172542,0.3137254901960784,0.05423728813559322,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.85,7728,247,36,15,0.05725190839694656,0.29411764705882354,0.09584664536741214,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.9,7739,236,36,15,0.05976095617529881,0.29411764705882354,0.09933774834437087,"assertj-core,commons-exec,elastic-job-lite,handlebars.java,httpcore,java-websocket",8026,incubator-dubbo,0.9,6
0.3,4666,208,134,101,0.3268608414239482,0.4297872340425532,0.3713235294117647,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.35,4697,177,138,97,0.354014598540146,0.4127659574468085,0.38113948919449897,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.4,4733,141,144,91,0.3922413793103448,0.3872340425531915,0.38972162740899363,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.45,4753,121,150,85,0.41262135922330095,0.3617021276595745,0.3854875283446712,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.5,4775,99,153,82,0.4530386740331492,0.34893617021276596,0.3942307692307692,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.55,4784,90,158,77,0.46107784431137727,0.3276595744680851,0.3830845771144279,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.6,4800,74,164,71,0.4896551724137931,0.3021276595744681,0.37368421052631573,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.65,4810,64,184,51,0.4434782608695652,0.2170212765957447,0.2914285714285714,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.7,4825,49,202,33,0.4024390243902439,0.14042553191489363,0.20820189274447953,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.75,4833,41,211,24,0.36923076923076925,0.10212765957446808,0.16,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.8,4851,23,216,19,0.4523809523809524,0.08085106382978724,0.13718411552346574,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.85,4861,13,220,15,0.5357142857142857,0.06382978723404255,0.11406844106463879,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.9,4864,10,224,11,0.5238095238095238,0.04680851063829787,0.0859375,"logback,ninja,okhttp,spring-boot,undertow,wildfly",5109,orbit,0.5,6
0.3,4388,42,85,51,0.5483870967741935,0.375,0.44541484716157204,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.35,4394,36,86,50,0.5813953488372093,0.36764705882352944,0.4504504504504505,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.4,4398,32,87,49,0.6049382716049383,0.3602941176470588,0.45161290322580644,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.45,4400,30,88,48,0.6153846153846154,0.35294117647058826,0.4485981308411215,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.5,4402,28,90,46,0.6216216216216216,0.3382352941176471,0.4380952380952381,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.55,4403,27,90,46,0.6301369863013698,0.3382352941176471,0.4401913875598086,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.6,4407,23,90,46,0.6666666666666666,0.3382352941176471,0.44878048780487806,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.65,4410,20,92,44,0.6875,0.3235294117647059,0.44000000000000006,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.7,4413,17,93,43,0.7166666666666667,0.3161764705882353,0.4387755102040817,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.75,4417,13,93,43,0.7678571428571429,0.3161764705882353,0.44791666666666663,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.8,4425,5,93,43,0.8958333333333334,0.3161764705882353,0.46739130434782616,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.85,4426,4,94,42,0.9130434782608695,0.3088235294117647,0.46153846153846156,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.9,4426,4,95,41,0.9111111111111111,0.3014705882352941,0.4530386740331491,"logback,orbit,spring-boot,undertow,wro4j,zxing",4566,wildfly,0.8,6
0.3,4140,142,98,45,0.24064171122994651,0.3146853146853147,0.27272727272727276,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.35,4192,90,99,44,0.3283582089552239,0.3076923076923077,0.31768953068592054,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.4,4223,59,102,41,0.41,0.2867132867132867,0.3374485596707819,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.45,4241,41,103,40,0.49382716049382713,0.27972027972027974,0.3571428571428571,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.5,4256,26,105,38,0.59375,0.26573426573426573,0.3671497584541063,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.55,4261,21,105,38,0.6440677966101694,0.26573426573426573,0.37623762376237624,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.6,4263,19,108,35,0.6481481481481481,0.24475524475524477,0.35532994923857864,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.65,4268,14,108,35,0.7142857142857143,0.24475524475524477,0.36458333333333337,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.7,4269,13,109,34,0.723404255319149,0.23776223776223776,0.3578947368421052,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.75,4273,9,109,34,0.7906976744186046,0.23776223776223776,0.3655913978494623,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.8,4275,7,109,34,0.8292682926829268,0.23776223776223776,0.3695652173913043,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.85,4275,7,109,34,0.8292682926829268,0.23776223776223776,0.3695652173913043,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.9,4276,6,109,34,0.85,0.23776223776223776,0.3715846994535519,"logback,orbit,spring-boot,undertow,wildfly,zxing",4425,wro4j,0.55,6
0.3,3753,315,215,90,0.2222222222222222,0.29508196721311475,0.2535211267605634,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.35,3810,258,220,85,0.2478134110787172,0.2786885245901639,0.2623456790123457,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.4,3857,211,226,79,0.27241379310344827,0.25901639344262295,0.26554621848739496,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.45,3883,185,233,72,0.2801556420233463,0.2360655737704918,0.25622775800711745,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.5,3912,156,237,68,0.30357142857142855,0.22295081967213115,0.2570888468809074,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.55,3935,133,239,66,0.3316582914572864,0.21639344262295082,0.2619047619047619,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.6,3959,109,243,62,0.36257309941520466,0.20327868852459016,0.26050420168067223,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.65,3983,85,245,60,0.41379310344827586,0.19672131147540983,0.26666666666666666,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.7,3995,73,245,60,0.45112781954887216,0.19672131147540983,0.273972602739726,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.75,4007,61,246,59,0.49166666666666664,0.19344262295081968,0.2776470588235294,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.8,4018,50,248,57,0.5327102803738317,0.18688524590163935,0.2766990291262136,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.85,4030,38,256,49,0.5632183908045977,0.16065573770491803,0.25,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.9,4046,22,277,28,0.56,0.09180327868852459,0.15774647887323945,"hbase,hector,logback,okhttp,spring-boot,wildfly",4373,undertow,0.75,6
0.3,4993,64,99,58,0.47540983606557374,0.36942675159235666,0.4157706093189964,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.35,4997,60,100,57,0.48717948717948717,0.3630573248407643,0.41605839416058393,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.4,5004,53,103,54,0.5046728971962616,0.34394904458598724,0.40909090909090906,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.45,5007,50,103,54,0.5192307692307693,0.34394904458598724,0.4137931034482758,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.5,5013,44,104,53,0.5463917525773195,0.3375796178343949,0.4173228346456692,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.55,5018,39,104,53,0.5760869565217391,0.3375796178343949,0.4257028112449799,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.6,5024,33,104,53,0.6162790697674418,0.3375796178343949,0.43621399176954734,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.65,5034,23,105,52,0.6933333333333334,0.33121019108280253,0.4482758620689655,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.7,5040,17,105,52,0.7536231884057971,0.33121019108280253,0.4601769911504425,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.75,5042,15,106,51,0.7727272727272727,0.3248407643312102,0.45739910313901344,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.8,5046,11,112,45,0.8035714285714286,0.28662420382165604,0.4225352112676056,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.85,5047,10,114,43,0.8113207547169812,0.27388535031847133,0.40952380952380957,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
0.9,5047,10,118,39,0.7959183673469388,0.2484076433121019,0.3786407766990292,"logback,orbit,spring-boot,undertow,wildfly,wro4j",5214,zxing,0.7,6
