threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.3,690,18,99,1,0.05263157894736842,0.01,0.016806722689075633,okhttp,"hbase,hector,logback,ninja,orbit,undertow",0.3,808
