threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.35,1117,1,15,1,0.5,0.0625,0.1111111111111111,wro4j,"logback,orbit,spring-boot,undertow,wildfly,zxing",0.35,1134
