config,selection_policy,k,sigma,calibration_projects_per_target,TP,FN,FP,TN,precision,recall,f1,AUC
source_only_cv,source_only_cv,per-target,per-target,5,64,660,629,20060,0.09235209235209235,0.08839779005524862,0.09033168666196188,0.53834203138348
