threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.3,98,0,33,0,0.0,0.0,0.0,hector,"commons-exec,elastic-job-lite,handlebars.java,hbase,http-request,httpcore",0.3,131
