threshold,TN,FP,FN,TP,precision,recall,f1,target_project,selected_sources,selected_threshold,num_tests
0.75,6203,1,1,0,0.0,0.0,0.0,assertj-core,"activiti,ambari,elastic-job-lite,handlebars.java,httpcore,incubator-dubbo",0.75,6205
